Elapsed time,Overall Response Times
05:02:14.0,934.5
05:02:14.500,871.0
05:02:15.0,8229.0
05:02:16.0,1458.0
05:02:16.500,713.6666666666666
05:02:17.500,599.5
05:02:18.0,15.0
05:02:18.500,5574.333333333333
05:02:19.0,59.0
05:02:19.500,688.6666666666666
05:02:20.0,131.0
05:02:20.500,895.0
05:02:23.0,97.0
05:02:24.0,1442.0
05:02:24.500,307.0
05:02:25.0,1292.0
05:02:25.500,114.33333333333333
05:02:26.0,59.0
05:02:26.500,70.0
05:02:27.0,90.0
05:02:27.500,35.0
05:02:28.0,953.0
05:02:28.500,824.0
05:02:31.500,20.0
05:02:32.0,68.0
05:02:33.0,178.0
05:02:33.500,52.0
05:02:34.0,218.5
05:02:34.500,264.5
05:02:35.500,262.0
05:02:36.0,82.0
05:02:36.500,3329.6
05:02:37.0,578.0
05:02:37.500,109.0
05:02:38.0,165.25
05:02:39.0,51.0
05:02:39.500,109.0
05:02:40.0,15006.0
05:02:40.500,330.3333333333333
05:02:41.0,16.0
05:02:41.500,38.666666666666664
05:02:42.0,343.0
05:02:42.500,58.0
05:02:43.0,449.6666666666667
05:02:43.500,54.0
05:02:44.0,16.0
05:02:45.500,7595.5
05:02:46.0,192.0
05:02:46.500,316.0
05:02:47.0,261.0
05:02:47.500,253.0
05:02:48.0,18.6
05:02:48.500,225.0
05:02:49.0,23.0
05:02:49.500,7511.0
05:02:50.0,23.0
05:02:50.500,228.66666666666666
05:02:51.0,461.0
05:02:51.500,73.0
05:02:52.0,1435.0
05:02:52.500,175.5
05:02:53.500,329.0
05:02:54.0,79.0
05:02:55.0,56.0
05:02:55.500,3016.2
05:02:56.0,56.5
05:02:57.0,168.5
05:02:57.500,92.0
05:02:58.500,114.5
05:02:59.0,163.5
05:02:59.500,125.28571428571429
05:03:00.0,123.25
05:03:00.500,124.0
05:03:01.0,104.0
05:03:01.500,2225.285714285714
05:03:02.0,722.0
05:03:02.500,138.0
05:03:03.0,152.5
05:03:03.500,292.8
05:03:04.0,95.0
05:03:04.500,48.0
05:03:05.0,275.0
05:03:05.500,351.0
05:03:06.0,136.6
05:03:06.500,360.0
05:03:07.0,276.5
05:03:07.500,51.0
05:03:08.0,241.5
05:03:09.500,222.0
05:03:10.0,709.5
05:03:10.500,492.0
05:03:11.0,300.5
05:03:11.500,203.33333333333334
05:03:12.0,481.0
05:03:12.500,33.0
05:03:13.0,1085.0
05:03:13.500,694.0
05:03:14.0,734.0
05:03:15.0,14.0
05:03:15.500,1355.0
05:03:16.0,527.3333333333334
05:03:16.500,572.5
05:03:17.0,450.0
05:03:17.500,1100.0
05:03:18.0,196.5
05:03:18.500,84.0
05:03:19.0,226.8
05:03:20.0,1385.0
05:03:20.500,147.4
05:03:21.0,528.6666666666666
05:03:21.500,231.0
05:03:22.0,557.3333333333334
05:03:22.500,532.0
05:03:23.0,49.666666666666664
05:03:23.500,60.0
05:03:24.0,18.0
05:03:24.500,1034.0
05:03:25.0,416.25
05:03:26.0,418.0
05:03:27.0,626.0
05:03:27.500,377.0
05:03:28.0,463.0
05:03:28.500,862.0
05:03:29.0,340.0
05:03:29.500,651.0
05:03:30.0,323.5
05:03:31.500,834.5
05:03:32.500,622.0
05:03:33.0,241.25
05:03:33.500,59.5
05:03:34.0,464.0
05:03:34.500,106.0
05:03:35.0,101.5
05:03:35.500,83.0
05:03:36.0,64.2
05:03:36.500,72.0
05:03:37.0,232.0
05:03:37.500,224.5
05:03:38.0,71.4
05:03:38.500,165.75
05:03:40.0,286.5
05:03:40.500,158.0
05:03:41.0,562.0
05:03:41.500,119.25
05:03:42.0,19.0
05:03:43.0,224.33333333333334
05:03:43.500,216.0
05:03:44.0,15041.0
05:03:45.0,95.0
05:03:45.500,156.0
05:03:46.0,550.0
05:03:47.0,68.0
05:03:47.500,224.33333333333334
05:03:48.0,33.5
05:03:48.500,17.0
05:03:49.500,36.0
05:03:50.0,18.0
05:03:50.500,13.0
05:03:51.0,60.0
05:03:51.500,616.0
05:03:53.500,6073.6
05:03:54.0,528.0
05:03:55.0,243.2
05:03:55.500,1.0
05:03:56.500,205.5
05:03:57.500,480.0
05:03:58.0,316.0
05:03:59.500,7520.0
05:04:00.0,14.0
05:04:03.500,25.0
05:04:06.0,7529.0
05:04:07.0,16.0
05:04:09.500,4007.0
05:04:10.0,237.0
05:04:11.0,295.0
05:04:11.500,7515.5
05:04:12.0,15001.0
05:04:12.500,645.0
05:04:13.0,26.0
05:04:13.500,14.0
05:04:14.500,335.0
05:04:16.0,683.0
05:04:16.500,16.0
05:04:17.500,192.0
05:04:18.500,232.5
05:04:19.0,270.0
05:04:19.500,23.0
05:04:20.0,11.0
05:04:20.500,229.0
05:04:22.500,500.0
05:04:23.500,15157.0
05:04:25.0,440.0
05:04:25.500,219.66666666666666
05:04:26.0,131.0
05:04:26.500,189.0
05:04:27.500,15.0
05:04:28.0,110.0
05:04:29.0,296.5
05:04:29.500,99.0
05:04:30.0,29.0
05:04:31.0,436.0
05:04:31.500,379.25
05:04:33.0,14.0
05:04:33.500,13.0
05:04:34.500,296.0
05:04:35.0,225.0
05:04:36.0,20.0
05:04:36.500,17.0
05:04:37.500,203.0
05:04:40.0,363.0
05:04:41.500,20.0
05:04:42.500,314.5
05:04:43.0,64.2
05:04:45.0,170.0
05:04:45.500,110.0
05:04:46.0,10065.0
05:04:46.500,7580.0
05:04:47.0,163.0
05:04:48.0,23.333333333333332
05:04:48.500,41.0
05:04:49.0,87.0
05:04:49.500,5012.0
05:04:50.0,77.0
05:04:50.500,30.0
05:04:51.0,38.25
05:04:51.500,381.0
05:04:52.0,34.0
05:04:52.500,15006.0
05:04:53.500,12.0
05:04:54.0,37.5
05:04:54.500,222.0
05:04:55.500,9.0
05:04:57.500,350.0
05:04:59.500,143.0
05:05:00.0,284.0
05:05:01.500,47.2
05:05:02.0,70.33333333333333
05:05:02.500,27.0
05:05:03.500,390.0
05:05:04.0,90.0
05:05:04.500,20.0
05:05:05.500,139.0
05:05:06.500,27.0
05:05:07.0,30001.0
05:05:07.500,51.5
05:05:08.0,237.5
05:05:08.500,278.0
05:05:10.0,341.5
05:05:11.0,25.0
05:05:11.500,21.0
05:05:12.0,120.0
05:05:12.500,203.33333333333334
05:05:14.0,59.0
05:05:14.500,404.0
05:05:15.0,56.0
05:05:16.0,26.666666666666668
05:05:16.500,42.5
05:05:17.0,124.0
05:05:18.500,15013.0
05:05:19.0,189.0
05:05:19.500,16.0
05:05:20.0,3179.0
05:05:20.500,225.0
05:05:21.0,9.0
05:05:21.500,172.0
05:05:22.0,159.0
05:05:22.500,14.0
05:05:23.0,65.0
05:05:23.500,131.0
05:05:24.0,113.0
05:05:26.0,396.0
05:05:27.0,22.0
05:05:27.500,12.0
05:05:29.0,14.0
05:05:29.500,16.0
05:05:30.0,262.0
05:05:30.500,233.0
05:05:31.0,5013.666666666667
05:05:31.500,241.0
05:05:32.0,291.0
05:05:32.500,297.0
05:05:33.500,16.0
05:05:34.0,15002.0
05:05:35.0,25.666666666666668
05:05:35.500,7517.0
05:05:36.0,616.0
05:05:37.0,34.0
05:05:38.500,449.0
05:05:39.0,163.33333333333334
05:05:39.500,336.6666666666667
05:05:40.0,358.6
05:05:40.500,20.0
05:05:41.0,387.6666666666667
05:05:41.500,115.33333333333333
05:05:42.0,566.5
05:05:42.500,785.0
05:05:43.0,268.0
05:05:44.500,18.0
05:05:45.0,311.0
05:05:45.500,214.5
05:05:46.0,669.0
05:05:46.500,338.0
05:05:47.0,39.0
05:05:47.500,192.0
05:05:48.0,318.3333333333333
05:05:48.500,86.0
05:05:50.500,39.0
05:05:51.500,692.0
05:05:52.0,100.66666666666667
05:05:52.500,274.0
05:05:53.500,106.0
05:05:54.500,27.0
05:05:56.0,104.0
05:05:56.500,14.0
05:05:59.0,27.0
05:05:59.500,79.0
05:06:00.500,307.0
05:06:01.0,239.0
05:06:01.500,62.5
05:06:03.0,196.75
05:06:03.500,176.25
05:06:04.0,259.6666666666667
05:06:04.500,297.0
05:06:05.0,186.16666666666666
05:06:05.500,241.0
05:06:06.0,45.0
05:06:06.500,868.0
05:06:07.0,355.6666666666667
05:06:07.500,198.0
05:06:08.0,369.0
05:06:08.500,395.0
05:06:09.0,103.0
05:06:10.0,353.0
05:06:10.500,180.0
05:06:11.0,644.0
05:06:12.500,687.0
05:06:14.0,691.0
05:06:15.0,101.0
05:06:15.500,79.66666666666667
05:06:16.0,135.0
05:06:16.500,103.5
05:06:18.500,136.0
05:06:19.0,259.0
05:06:20.500,2601.1666666666665
05:06:22.0,101.5
05:06:23.0,107.0
05:06:23.500,125.14285714285714
05:06:24.0,386.5
05:06:24.500,11.0
05:06:25.0,669.0
05:06:25.500,115.75
05:06:26.0,151.0
05:06:26.500,16053.0
05:06:27.500,142.0
05:06:28.0,39.0
05:06:28.500,21.0
05:06:29.0,995.0
05:06:29.500,200.66666666666666
05:06:30.0,582.0
05:06:31.0,184.0
05:06:35.0,93.6
05:06:35.500,32.0
05:06:36.0,220.33333333333334
05:06:36.500,15036.0
05:06:37.0,15257.0
05:06:37.500,47.5
05:06:38.500,111.25
05:06:40.0,281.0
05:06:40.500,185.0
05:06:41.500,109.0
05:06:42.0,11.0
05:06:43.0,228.4
05:06:43.500,249.4
05:06:44.0,53.0
05:06:45.500,7880.5
05:06:46.0,111.0
05:06:47.0,159.5
05:06:47.500,40.25
05:06:48.500,87.5
05:06:49.500,343.0
05:06:51.0,16.5
05:06:51.500,133.5
05:06:52.500,556.0
05:06:53.0,73.33333333333333
05:06:54.0,182.0
05:06:54.500,101.5
05:06:55.0,14.5
05:06:55.500,360.0
05:06:56.0,377.0
05:06:56.500,21.0
05:06:57.0,281.0
05:06:58.0,750.0
05:06:58.500,753.0
05:06:59.0,446.0
05:06:59.500,13.0
05:07:00.0,255.0
05:07:00.500,18.0
05:07:01.0,197.66666666666666
05:07:02.0,24.333333333333332
05:07:03.500,270.0
05:07:04.0,21.0
05:07:04.500,84.0
05:07:05.500,7761.0
05:07:07.0,7750.0
05:07:07.500,14.0
05:07:08.0,279.0
05:07:09.500,56.0
05:07:10.500,105.0
05:07:11.0,215.0
05:07:13.500,111.0
05:07:14.0,323.0
05:07:14.500,245.33333333333334
05:07:15.0,154.0
05:07:16.500,5102.333333333333
05:07:17.500,569.0
05:07:19.0,153.0
05:07:20.0,1400.0
05:07:20.500,604.0
05:07:21.0,3880.0
05:07:22.0,55.0
05:07:22.500,72.0
05:07:23.500,313.0
05:07:24.500,208.0
05:07:25.0,446.0
05:07:25.500,17.0
05:07:26.0,195.0
05:07:26.500,161.33333333333334
05:07:28.0,29.0
05:07:29.500,12.333333333333334
05:07:30.500,106.0
05:07:31.500,3936.25
05:07:32.0,12.0
05:07:33.0,90.0
05:07:34.0,110.5
05:07:34.500,3.0
05:07:35.0,80.0
05:07:35.500,452.0
05:07:36.500,172.0
05:07:37.0,148.5
05:07:37.500,483.0
05:07:38.0,136.71428571428572
05:07:38.500,194.28571428571428
05:07:39.500,100.0
05:07:40.0,186.16666666666666
05:07:40.500,7955.5
05:07:41.500,91.0
05:07:43.0,212.0
05:07:43.500,139.33333333333334
05:07:44.0,268.25
05:07:44.500,235.66666666666666
05:07:45.0,114.0
05:07:45.500,124.28571428571429
05:07:46.0,130.25
05:07:46.500,15010.0
05:07:47.0,155.0
05:07:48.0,116.0
05:07:48.500,244.0
05:07:50.500,7506.0
05:07:51.500,304.0
05:07:52.500,31.0
05:07:54.0,1015.0
05:07:55.0,333.0
05:07:55.500,42.0
05:07:56.0,108.75
05:07:58.500,409.5
05:07:59.0,30.0
05:08:00.500,123.5
05:08:01.0,202.66666666666666
05:08:01.500,89.75
05:08:03.0,18.0
05:08:03.500,82.0
05:08:04.0,29.0
05:08:05.500,7593.0
05:08:06.0,471.0
05:08:07.0,18.0
05:08:07.500,13.0
05:08:08.0,74.5
05:08:08.500,212.5
05:08:09.0,167.0
05:08:09.500,485.6666666666667
05:08:10.0,103.5
05:08:10.500,12.0
05:08:11.500,91.0
05:08:12.0,657.0
05:08:12.500,15.0
05:08:13.500,143.5
05:08:14.500,114.0
05:08:15.0,25.666666666666668
05:08:15.500,13.0
05:08:16.0,605.0
05:08:16.500,89.0
05:08:18.0,7563.0
05:08:18.500,473.5
05:08:19.0,285.5
05:08:20.0,508.3333333333333
05:08:20.500,518.0
05:08:21.500,644.5
05:08:22.0,40.0
05:08:22.500,56.5
05:08:23.0,18.0
05:08:23.500,412.0
05:08:24.0,394.0
05:08:24.500,311.0
05:08:25.0,167.0
05:08:25.500,106.5
05:08:26.0,212.5
05:08:26.500,1256.5
05:08:27.0,204.0
05:08:27.500,440.0
05:08:28.0,538.0
05:08:28.500,245.0
05:08:29.500,43.0
05:08:30.500,500.0
05:08:31.0,15.333333333333334
05:08:31.500,93.5
05:08:32.0,39.0
05:08:32.500,21.75
05:08:33.500,15022.0
05:08:34.0,15032.0
05:08:34.500,35.8
05:08:35.0,18.0
05:08:35.500,168.66666666666666
05:08:37.500,13.0
05:08:38.0,294.0
05:08:38.500,293.0
05:08:39.500,15.0
05:08:40.0,24.75
05:08:40.500,437.0
05:08:41.0,325.0
05:08:41.500,116.0
05:08:42.0,16.0
05:08:43.0,80.4
05:08:43.500,83.0
05:08:44.500,54.5
05:08:45.0,15001.0
05:08:45.500,124.0
05:08:46.0,55.8
05:08:46.500,45.5
05:08:47.500,86.5
05:08:48.0,233.66666666666666
05:08:48.500,53.5
05:08:49.0,72.0
05:08:49.500,350.0
05:08:50.500,622.0
05:08:51.0,513.0
05:08:51.500,478.0
05:08:52.0,211.33333333333334
05:08:54.0,288.1666666666667
05:08:54.500,251.5
05:08:55.0,742.0
05:08:55.500,175.66666666666666
05:08:56.0,21.0
05:08:57.0,153.0
05:08:57.500,15249.0
05:08:58.0,24.0
05:08:58.500,78.25
05:08:59.0,263.0
05:08:59.500,57.0
05:09:00.0,15552.0
05:09:00.500,14.0
05:09:01.0,83.8
05:09:01.500,220.0
05:09:03.0,147.66666666666666
05:09:03.500,3789.5
05:09:04.0,127.0
05:09:06.0,144.0
05:09:07.0,444.0
05:09:08.0,140.0
05:09:09.0,56.2
05:09:09.500,351.0
05:09:10.500,331.0
05:09:11.500,18.0
05:09:12.0,2086.875
05:09:13.0,763.0
05:09:13.500,834.0
05:09:14.0,464.0
05:09:15.0,526.0
05:09:15.500,208.5
05:09:16.0,146.2
05:09:16.500,502.0
05:09:17.500,39.5
05:09:18.0,144.0
05:09:20.0,227.0
05:09:20.500,41.0
05:09:21.500,755.0
05:09:22.0,298.5
05:09:22.500,32.833333333333336
05:09:23.0,287.0
05:09:24.0,21.75
05:09:24.500,759.0
05:09:25.500,23.0
05:09:27.500,523.0
05:09:28.0,180.0
05:09:29.500,344.0
05:09:30.0,139.66666666666666
05:09:30.500,164.0
05:09:31.0,103.0
05:09:32.500,114.0
05:09:33.0,219.0
05:09:33.500,108.0
05:09:34.0,159.66666666666666
05:09:34.500,14.5
05:09:35.0,82.0
05:09:35.500,45.0
05:09:39.0,263.0
05:09:39.500,95.4
05:09:40.500,126.0
05:09:41.0,62.0
05:09:41.500,21.0
05:09:42.0,188.0
05:09:43.0,341.0
05:09:44.500,117.0
05:09:46.500,71.0
05:09:47.0,38.0
05:09:48.0,433.0
05:09:49.0,73.5
05:09:49.500,79.0
05:09:52.0,113.0
05:09:52.500,14.0
05:09:53.0,15002.0
05:09:54.500,318.0
05:09:56.0,242.0
05:09:56.500,281.0
05:09:58.0,14999.0
05:09:59.0,943.3333333333334
05:10:01.0,121.0
05:10:02.0,36.666666666666664
05:10:03.500,558.0
05:10:04.500,115.0
05:10:05.0,371.0
05:10:05.500,436.0
05:10:06.0,101.0
05:10:06.500,703.0
05:10:07.500,468.0
05:10:08.0,78.0
05:10:08.500,347.0
05:10:09.0,16.0
05:10:09.500,382.75
05:10:10.0,332.0
05:10:11.0,572.0
05:10:13.500,467.0
05:10:14.0,143.0
05:10:16.500,238.0
05:10:17.0,17.0
05:10:17.500,214.0
05:10:18.500,112.5
05:10:19.500,99.0
05:10:20.500,40.0
05:10:21.0,281.0
05:10:21.500,66.66666666666667
05:10:22.0,397.0
05:10:23.0,157.0
05:10:23.500,31.0
05:10:24.0,173.0
05:10:25.500,223.0
05:10:26.0,2584.1666666666665
05:10:27.0,503.0
05:10:28.500,260.0
05:10:29.0,455.0
05:10:29.500,38.0
05:10:30.0,392.0
05:10:30.500,564.0
05:10:31.0,455.5
05:10:31.500,352.0
05:10:32.0,269.5
05:10:33.500,336.5
05:10:34.500,106.0
05:10:35.0,1053.0
05:10:35.500,1009.0
05:10:37.0,68.0
05:10:38.500,12.0
05:10:40.0,141.25
05:10:40.500,80.5
05:10:41.0,137.0
05:10:42.0,456.0
05:10:42.500,13.0
05:10:43.0,97.0
05:10:44.0,374.0
05:10:45.0,35.0
05:10:45.500,34.75
05:10:46.0,80.25
05:10:46.500,13.0
05:10:47.500,185.0
05:10:48.500,755.0
05:10:49.500,17.0
05:10:50.0,35.0
05:10:50.500,194.0
05:10:51.0,400.0
05:10:51.500,76.0
05:10:52.500,851.0
05:10:54.0,44.0
05:10:54.500,403.0
05:10:55.500,60.0
05:10:56.500,44.0
05:10:57.0,65.0
05:10:58.500,10.0
05:10:59.500,345.0
05:11:00.500,17.0
05:11:01.500,42.333333333333336
05:11:03.0,87.16666666666667
05:11:04.0,80.0
05:11:04.500,70.0
05:11:05.0,317.5
05:11:05.500,85.0
05:11:06.500,17.0
05:11:08.0,277.0
05:11:08.500,131.0
05:11:09.0,420.5
05:11:09.500,382.0
05:11:11.0,22.0
05:11:11.500,28.0
05:11:12.500,194.0
05:11:13.0,313.2
05:11:14.0,16.0
05:11:14.500,11.5
05:11:15.0,82.0
05:11:16.0,181.33333333333334
05:11:17.0,312.0
05:11:17.500,43.666666666666664
05:11:18.0,45.0
05:11:19.0,7936.5
05:11:20.0,260.0
05:11:21.500,45.0
05:11:22.500,110.0
05:11:23.0,97.5
05:11:23.500,1149.0
05:11:24.500,338.0
05:11:25.0,94.0
05:11:26.0,806.0
05:11:28.0,274.5
05:11:28.500,196.5
05:11:29.0,42.0
05:11:29.500,166.0
05:11:30.0,47.0
05:11:31.0,67.0
05:11:32.0,411.0
05:11:32.500,119.0
05:11:33.0,17.5
05:11:33.500,182.5
05:11:36.0,1111.0
05:11:37.0,925.0
05:11:38.500,15.0
05:11:39.0,213.0
05:11:39.500,28.0
05:11:40.0,78.85714285714286
05:11:40.500,372.0
05:11:43.0,34.0
05:11:43.500,74.25
05:11:44.0,12.6
05:11:44.500,49.0
05:11:45.500,438.0
05:11:46.0,23.0
05:11:46.500,13.0
05:11:47.500,107.0
05:11:48.0,350.0
05:11:49.0,13.0
05:11:49.500,26.5
05:11:50.0,46.666666666666664
05:11:50.500,42.0
05:11:51.0,266.6
05:11:52.0,191.0
05:11:52.500,89.5
05:11:53.0,334.0
05:11:53.500,111.0
05:11:55.0,190.0
05:11:55.500,298.0
05:11:56.0,288.75
05:11:57.0,13.0
05:11:57.500,126.57142857142857
05:11:58.0,105.0
05:11:58.500,175.0
05:11:59.500,16.0
05:12:00.0,33.0
05:12:00.500,61.25
05:12:01.0,344.0
05:12:01.500,161.0
05:12:02.0,432.0
05:12:02.500,428.0
05:12:03.0,402.0
05:12:03.500,131.5
05:12:04.0,311.0
05:12:04.500,54.5
05:12:05.0,193.0
05:12:05.500,14.0
05:12:06.0,2086.0
05:12:06.500,7512.5
05:12:07.0,316.0
05:12:07.500,332.0
05:12:08.0,801.75
05:12:08.500,252.0
05:12:09.0,405.5
05:12:09.500,80.0
05:12:10.0,37.0
05:12:10.500,157.25
05:12:11.0,17.0
05:12:11.500,35.0
05:12:12.0,171.33333333333334
05:12:13.0,292.14285714285717
05:12:13.500,202.5
05:12:14.0,83.0
05:12:14.500,99.5
05:12:17.0,731.0
05:12:18.500,12.25
05:12:19.0,18.0
05:12:19.500,213.0
05:12:21.0,12.0
05:12:21.500,11.0
05:12:22.0,84.5
05:12:23.0,15001.0
05:12:23.500,14.25
05:12:24.0,421.0
05:12:26.0,13.0
05:12:26.500,286.75
05:12:27.0,196.5
05:12:27.500,110.5
05:12:28.500,17.0
05:12:29.0,118.0
05:12:29.500,4.0
05:12:31.0,25.0
05:12:31.500,108.5
05:12:32.0,31.0
05:12:32.500,523.0
05:12:34.500,15.0
05:12:35.500,66.0
05:12:36.0,206.33333333333334
05:12:36.500,260.0
05:12:37.500,16.0
05:12:38.0,67.0
05:12:39.0,28.0
05:12:39.500,14999.0
05:12:40.0,125.0
05:12:40.500,46.333333333333336
05:12:41.500,212.0
05:12:42.0,138.0
05:12:42.500,234.0
05:12:43.0,73.5
05:12:43.500,39.8
05:12:44.0,483.0
05:12:44.500,321.6666666666667
05:12:45.0,422.0
05:12:45.500,13.0
05:12:46.0,616.0
05:12:46.500,226.0
05:12:47.0,86.0
05:12:47.500,16.0
05:12:48.0,197.0
05:12:49.0,37.5
05:12:50.0,41.0
05:12:51.0,42.0
05:12:51.500,121.5
05:12:53.500,171.25
05:12:54.500,15.0
05:12:56.0,119.0
05:12:57.0,14999.0
05:12:57.500,87.0
05:12:58.0,14.0
05:12:58.500,57.333333333333336
05:12:59.0,440.5
05:12:59.500,35.0
05:13:00.0,13.0
05:13:00.500,75.33333333333333
05:13:02.500,22.0
05:13:03.0,41.0
05:13:03.500,421.0
05:13:04.0,462.0
05:13:04.500,209.75
05:13:05.500,270.3333333333333
05:13:06.0,155.0
05:13:06.500,267.5
05:13:07.500,253.0
05:13:08.500,631.0
05:13:09.0,288.0
05:13:09.500,40.666666666666664
05:13:10.0,7552.5
05:13:10.500,429.0
05:13:11.0,217.5
05:13:11.500,359.8
05:13:12.0,16.0
05:13:12.500,306.0
05:13:13.500,117.0
05:13:14.0,124.75
05:13:14.500,363.0
05:13:15.500,113.0
05:13:16.500,17.0
05:13:17.500,117.0
05:13:18.0,172.66666666666666
05:13:19.0,16.0
05:13:19.500,141.0
05:13:21.0,998.0
05:13:21.500,280.0
05:13:22.500,73.66666666666667
05:13:23.0,46.666666666666664
05:13:23.500,18.0
05:13:24.0,30.0
05:13:24.500,361.0
05:13:25.500,77.0
05:13:26.0,92.0
05:13:26.500,30.0
05:13:27.500,529.3333333333334
05:13:28.0,211.0
05:13:28.500,25.0
05:13:30.0,754.0
05:13:32.0,175.0
05:13:33.0,87.66666666666667
05:13:33.500,188.66666666666666
05:13:34.0,359.0
05:13:35.0,158.0
05:13:36.0,19.0
05:13:38.0,28.0
05:13:38.500,65.0
05:13:40.0,45.0
05:13:42.0,281.0
05:13:43.500,61.0
05:13:44.0,35.0
05:13:44.500,16.5
05:13:45.0,854.0
05:13:46.500,15002.0
05:13:47.0,45.0
05:13:49.500,292.0
05:13:50.500,268.0
05:13:51.0,419.5
05:13:52.0,44.0
05:13:54.500,33.0
05:13:56.500,230.5
05:13:57.0,470.0
05:13:58.0,39.0
05:13:59.0,149.0
05:14:00.0,64.0
05:14:00.500,16.0
05:14:01.0,102.0
05:14:03.0,56.0
05:14:03.500,159.0
05:14:04.0,37.0
05:14:04.500,121.75
05:14:05.500,37.0
05:14:06.500,541.0
05:14:07.0,57.0
05:14:07.500,124.5
05:14:09.0,113.75
05:14:12.500,402.5
05:14:16.500,591.0
05:14:17.500,176.0
05:14:18.0,19.0
05:14:18.500,52.5
05:14:19.500,236.0
05:14:20.500,105.0
05:14:21.0,31.666666666666668
05:14:21.500,324.0
05:14:22.0,170.0
05:14:22.500,31.0
05:14:24.0,419.0
05:14:24.500,345.0
05:14:25.0,25.0
05:14:26.0,89.0
05:14:27.0,162.0
05:14:27.500,55.0
05:14:28.500,39.0
05:14:29.0,279.0
